trip_id,trip_duration_minutes,started_at,ended_at,start_station_name,end_station_name,rider_type,bike_id
101607,15.9,2025-06-16 13:23:56,2025-06-16 13:39:50,High Park,Union Station,Annual Member,5087
101608,23.0,2025-06-16 13:57:48,2025-06-16 14:20:48,Riverdale Park,Harbourfront Centre,Casual,5088
101609,13.8,2025-06-16 13:13:55,2025-06-16 13:27:43,Union Station,Kensington Market,Annual Member,5089
101610,35.3,2025-06-16 13:10:50,2025-06-16 13:46:08,Harbourfront Centre,Bloor-Yonge,Casual,5090
101611,15.8,2025-06-16 14:37:06,2025-06-16 14:52:54,Riverdale Park,Harbourfront Centre,Annual Member,5091
101612,15.3,2025-06-16 14:40:13,2025-06-16 14:55:31,Union Station,Kensington Market,Casual,5092
101613,13.1,2025-06-16 14:59:18,2025-06-16 15:12:24,Harbourfront Centre,Bloor-Yonge,Annual Member,5093
101614,34.1,2025-06-16 14:34:23,2025-06-16 15:08:29,Kensington Market,High Park,Casual,5094
101615,19.6,2025-06-16 15:08:36,2025-06-16 15:28:12,Union Station,Kensington Market,Annual Member,5095
101616,15.4,2025-06-16 15:58:14,2025-06-16 16:13:38,Harbourfront Centre,Bloor-Yonge,Casual,5096
101617,16.5,2025-06-16 15:47:13,2025-06-16 16:03:43,Kensington Market,High Park,Annual Member,5097
101618,20.8,2025-06-16 15:26:18,2025-06-16 15:47:06,Bloor-Yonge,Riverdale Park,Casual,5098
101619,23.2,2025-06-16 16:44:35,2025-06-16 17:07:47,Harbourfront Centre,Bloor-Yonge,Annual Member,5099
101620,27.1,2025-06-16 16:56:31,2025-06-16 17:23:37,Kensington Market,High Park,Casual,5100
101621,17.9,2025-06-16 16:17:35,2025-06-16 16:35:29,Bloor-Yonge,Riverdale Park,Annual Member,5101
101622,23.6,2025-06-16 16:04:43,2025-06-16 16:28:19,High Park,Union Station,Casual,5102
101623,44.2,2025-06-16 16:07:38,2025-06-16 16:51:50,Riverdale Park,Harbourfront Centre,Annual Member,5103
101624,27.0,2025-06-16 16:50:39,2025-06-16 17:17:39,Union Station,Kensington Market,Casual,5104
101625,43.4,2025-06-16 17:30:24,2025-06-16 18:13:48,Kensington Market,High Park,Annual Member,5105
101626,13.1,2025-06-16 17:42:08,2025-06-16 17:55:14,Bloor-Yonge,Riverdale Park,Casual,5106
101627,14.3,2025-06-16 17:07:12,2025-06-16 17:21:30,High Park,Union Station,Annual Member,5107
101628,27.6,2025-06-16 17:14:52,2025-06-16 17:42:28,Riverdale Park,Harbourfront Centre,Casual,5108
101629,18.3,2025-06-16 17:40:38,2025-06-16 17:58:56,Union Station,Kensington Market,Annual Member,5109
101630,20.9,2025-06-16 17:27:04,2025-06-16 17:47:58,Harbourfront Centre,Bloor-Yonge,Casual,5110
101631,24.0,2025-06-16 17:22:02,2025-06-16 17:46:02,Kensington Market,High Park,Annual Member,5111
101632,34.8,2025-06-16 17:51:02,2025-06-16 18:25:50,Bloor-Yonge,Riverdale Park,Casual,5112
101633,32.5,2025-06-16 17:56:27,2025-06-16 18:28:57,High Park,Union Station,Annual Member,5113
101634,9.3,2025-06-16 18:26:04,2025-06-16 18:35:22,Bloor-Yonge,Riverdale Park,Annual Member,5114
101635,19.4,2025-06-16 18:54:58,2025-06-16 19:14:22,High Park,Union Station,Casual,5115
101636,17.0,2025-06-16 18:24:47,2025-06-16 18:41:47,Riverdale Park,Harbourfront Centre,Annual Member,5116
101637,24.9,2025-06-16 18:31:30,2025-06-16 18:56:24,Union Station,Kensington Market,Casual,5117
101638,27.0,2025-06-16 18:29:28,2025-06-16 18:56:28,Harbourfront Centre,Bloor-Yonge,Annual Member,5118
101639,26.1,2025-06-16 18:39:09,2025-06-16 19:05:15,Kensington Market,High Park,Casual,5119
101640,9.9,2025-06-16 18:28:56,2025-06-16 18:38:50,Bloor-Yonge,Riverdale Park,Annual Member,5120
101641,20.6,2025-06-16 18:43:04,2025-06-16 19:03:40,High Park,Union Station,Casual,5121
101642,15.3,2025-06-16 18:53:19,2025-06-16 19:08:37,Riverdale Park,Harbourfront Centre,Annual Member,5122
101643,27.8,2025-06-16 19:48:05,2025-06-16 20:15:53,High Park,Union Station,Annual Member,5123
101644,29.5,2025-06-16 19:11:51,2025-06-16 19:41:21,Riverdale Park,Harbourfront Centre,Casual,5124
101645,9.4,2025-06-16 19:49:21,2025-06-16 19:58:45,Union Station,Kensington Market,Annual Member,5125
101646,45.5,2025-06-16 19:33:48,2025-06-16 20:19:18,Harbourfront Centre,Bloor-Yonge,Casual,5126
101647,12.9,2025-06-16 19:11:44,2025-06-16 19:24:38,Kensington Market,High Park,Annual Member,5127
101648,23.6,2025-06-16 19:37:03,2025-06-16 20:00:39,Bloor-Yonge,Riverdale Park,Casual,5128
101649,17.5,2025-06-16 20:08:11,2025-06-16 20:25:41,Riverdale Park,Harbourfront Centre,Annual Member,5129
101650,22.4,2025-06-16 20:10:50,2025-06-16 20:33:14,Union Station,Kensington Market,Casual,5130
101651,19.9,2025-06-16 21:13:00,2025-06-16 21:32:54,Union Station,Kensington Market,Annual Member,5131
101652,32.7,2025-06-16 21:49:05,2025-06-16 22:21:47,Harbourfront Centre,Bloor-Yonge,Casual,5132
101653,25.8,2025-06-16 22:04:44,2025-06-16 22:30:32,Harbourfront Centre,Bloor-Yonge,Annual Member,5133
101654,28.1,2025-06-16 22:51:00,2025-06-16 23:19:06,Kensington Market,High Park,Casual,5134
101655,10.5,2025-06-16 23:08:26,2025-06-16 23:18:56,Kensington Market,High Park,Annual Member,5135
101656,16.2,2025-06-16 23:25:26,2025-06-16 23:41:38,Bloor-Yonge,Riverdale Park,Casual,5136
101657,23.9,2025-06-17 00:44:03,2025-06-17 01:07:57,High Park,Union Station,Annual Member,5137
101658,30.7,2025-06-17 00:40:04,2025-06-17 01:10:46,Riverdale Park,Harbourfront Centre,Casual,5138
101659,22.3,2025-06-17 01:35:56,2025-06-17 01:58:14,Riverdale Park,Harbourfront Centre,Annual Member,5139
101660,27.1,2025-06-17 01:32:52,2025-06-17 01:59:58,Union Station,Kensington Market,Casual,5140
101661,24.6,2025-06-17 02:30:26,2025-06-17 02:55:02,Union Station,Kensington Market,Annual Member,5141
101662,30.2,2025-06-17 02:55:58,2025-06-17 03:26:10,Harbourfront Centre,Bloor-Yonge,Casual,5142
101663,12.5,2025-06-17 03:31:54,2025-06-17 03:44:24,Harbourfront Centre,Bloor-Yonge,Annual Member,5143
101664,37.8,2025-06-17 03:38:26,2025-06-17 04:16:14,Kensington Market,High Park,Casual,5144
101665,5.5,2025-06-17 04:19:56,2025-06-17 04:25:26,Kensington Market,High Park,Annual Member,5145
101666,45.4,2025-06-17 04:43:03,2025-06-17 05:28:27,Bloor-Yonge,Riverdale Park,Casual,5146
101667,18.6,2025-06-17 05:01:55,2025-06-17 05:20:31,Bloor-Yonge,Riverdale Park,Annual Member,5147
101668,25.0,2025-06-17 05:12:37,2025-06-17 05:37:37,High Park,Union Station,Casual,5148
101669,24.5,2025-06-17 06:44:38,2025-06-17 07:09:08,High Park,Union Station,Annual Member,5149
101670,42.2,2025-06-17 06:57:08,2025-06-17 07:39:20,Riverdale Park,Harbourfront Centre,Casual,5150
101671,35.9,2025-06-17 07:31:36,2025-06-17 08:07:30,Riverdale Park,Harbourfront Centre,Annual Member,5151
101672,32.4,2025-06-17 07:19:51,2025-06-17 07:52:15,Union Station,Kensington Market,Casual,5152
101673,23.3,2025-06-17 07:16:23,2025-06-17 07:39:41,Harbourfront Centre,Bloor-Yonge,Annual Member,5153
101674,27.3,2025-06-17 07:24:19,2025-06-17 07:51:37,Kensington Market,High Park,Casual,5154
101675,7.4,2025-06-17 07:59:18,2025-06-17 08:06:42,Bloor-Yonge,Riverdale Park,Annual Member,5155
101676,18.3,2025-06-17 07:15:03,2025-06-17 07:33:21,High Park,Union Station,Casual,5156
101677,11.8,2025-06-17 08:44:48,2025-06-17 08:56:36,Union Station,Kensington Market,Annual Member,5157
101678,108.7,2025-06-17 08:58:34,2025-06-17 10:47:16,Harbourfront Centre,Bloor-Yonge,Casual,5158
101679,7.7,2025-06-17 08:28:32,2025-06-17 08:36:14,Kensington Market,High Park,Annual Member,5159
101680,16.3,2025-06-17 08:42:54,2025-06-17 08:59:12,Bloor-Yonge,Riverdale Park,Casual,5160
101681,26.4,2025-06-17 08:59:11,2025-06-17 09:25:35,High Park,Union Station,Annual Member,5161
101682,29.3,2025-06-17 08:57:10,2025-06-17 09:26:28,Riverdale Park,Harbourfront Centre,Casual,5162
101683,16.1,2025-06-17 08:29:31,2025-06-17 08:45:37,Union Station,Kensington Market,Annual Member,5163
101684,47.1,2025-06-17 08:32:45,2025-06-17 09:19:51,Harbourfront Centre,Bloor-Yonge,Casual,5164
101685,15.5,2025-06-17 08:42:27,2025-06-17 08:57:57,Kensington Market,High Park,Annual Member,5165
101686,26.0,2025-06-17 09:14:18,2025-06-17 09:40:18,Harbourfront Centre,Bloor-Yonge,Annual Member,5166
101687,29.2,2025-06-17 09:49:55,2025-06-17 10:19:07,Kensington Market,High Park,Casual,5167
101688,17.5,2025-06-17 09:09:09,2025-06-17 09:26:39,Bloor-Yonge,Riverdale Park,Annual Member,5168
101689,29.9,2025-06-17 09:08:52,2025-06-17 09:38:46,High Park,Union Station,Casual,5169
101690,33.1,2025-06-17 09:19:27,2025-06-17 09:52:33,Riverdale Park,Harbourfront Centre,Annual Member,5170
101691,35.0,2025-06-17 09:58:39,2025-06-17 10:33:39,Union Station,Kensington Market,Casual,5171
101692,6.8,2025-06-17 10:51:46,2025-06-17 10:58:34,Kensington Market,High Park,Annual Member,5172
101693,19.9,2025-06-17 10:57:58,2025-06-17 11:17:52,Bloor-Yonge,Riverdale Park,Casual,5173
101694,26.3,2025-06-17 10:07:49,2025-06-17 10:34:07,High Park,Union Station,Annual Member,5174
101695,27.4,2025-06-17 10:27:06,2025-06-17 10:54:30,Riverdale Park,Harbourfront Centre,Casual,5175
101696,27.0,2025-06-17 11:13:25,2025-06-17 11:40:25,Bloor-Yonge,Riverdale Park,Annual Member,5176
101697,57.1,2025-06-17 11:01:16,2025-06-17 11:58:22,High Park,Union Station,Casual,5177
101698,11.7,2025-06-17 11:21:12,2025-06-17 11:32:54,Riverdale Park,Harbourfront Centre,Annual Member,5178
101699,27.9,2025-06-17 11:43:36,2025-06-17 12:11:30,Union Station,Kensington Market,Casual,5179
101700,21.1,2025-06-17 12:04:48,2025-06-17 12:25:54,High Park,Union Station,Annual Member,5000
101701,20.3,2025-06-17 12:13:39,2025-06-17 12:33:57,Riverdale Park,Harbourfront Centre,Casual,5001
101702,18.1,2025-06-17 12:21:28,2025-06-17 12:39:34,Union Station,Kensington Market,Annual Member,5002
101703,19.6,2025-06-17 12:55:37,2025-06-17 13:15:13,Harbourfront Centre,Bloor-Yonge,Casual,5003
101704,33.3,2025-06-17 13:49:56,2025-06-17 14:23:14,Riverdale Park,Harbourfront Centre,Annual Member,5004
101705,40.8,2025-06-17 13:40:37,2025-06-17 14:21:25,Union Station,Kensington Market,Casual,5005
101706,24.4,2025-06-17 13:30:49,2025-06-17 13:55:13,Harbourfront Centre,Bloor-Yonge,Annual Member,5006
101707,13.2,2025-06-17 13:13:00,2025-06-17 13:26:12,Kensington Market,High Park,Casual,5007
101708,14.7,2025-06-17 14:28:15,2025-06-17 14:42:57,Union Station,Kensington Market,Annual Member,5008
101709,23.5,2025-06-17 14:51:58,2025-06-17 15:15:28,Harbourfront Centre,Bloor-Yonge,Casual,5009
101710,12.2,2025-06-17 14:01:20,2025-06-17 14:13:32,Kensington Market,High Park,Annual Member,5010
101711,31.6,2025-06-17 14:02:40,2025-06-17 14:34:16,Bloor-Yonge,Riverdale Park,Casual,5011
101712,11.4,2025-06-17 15:22:29,2025-06-17 15:33:53,Harbourfront Centre,Bloor-Yonge,Annual Member,5012
101713,34.6,2025-06-17 15:36:16,2025-06-17 16:10:52,Kensington Market,High Park,Casual,5013
101714,13.2,2025-06-17 15:53:33,2025-06-17 16:06:45,Bloor-Yonge,Riverdale Park,Annual Member,5014
101715,24.7,2025-06-17 15:45:53,2025-06-17 16:10:35,High Park,Union Station,Casual,5015
101716,27.6,2025-06-17 16:35:49,2025-06-17 17:03:25,Kensington Market,High Park,Annual Member,5016
101717,21.1,2025-06-17 16:50:12,2025-06-17 17:11:18,Bloor-Yonge,Riverdale Park,Casual,5017
101718,23.8,2025-06-17 16:50:06,2025-06-17 17:13:54,High Park,Union Station,Annual Member,5018
101719,29.6,2025-06-17 16:15:05,2025-06-17 16:44:41,Riverdale Park,Harbourfront Centre,Casual,5019
101720,14.8,2025-06-17 16:31:38,2025-06-17 16:46:26,Union Station,Kensington Market,Annual Member,5020
101721,52.3,2025-06-17 16:57:31,2025-06-17 17:49:49,Harbourfront Centre,Bloor-Yonge,Casual,5021
101722,10.7,2025-06-17 17:05:29,2025-06-17 17:16:11,Bloor-Yonge,Riverdale Park,Annual Member,5022
101723,54.1,2025-06-17 17:09:50,2025-06-17 18:03:56,High Park,Union Station,Casual,5023
101724,9.9,2025-06-17 17:05:36,2025-06-17 17:15:30,Riverdale Park,Harbourfront Centre,Annual Member,5024
101725,35.2,2025-06-17 17:09:19,2025-06-17 17:44:31,Union Station,Kensington Market,Casual,5025
101726,19.9,2025-06-17 17:25:41,2025-06-17 17:45:35,Harbourfront Centre,Bloor-Yonge,Annual Member,5026
101727,124.9,2025-06-17 17:39:50,2025-06-17 19:44:44,Kensington Market,High Park,Casual,5027
101728,15.5,2025-06-17 17:47:41,2025-06-17 18:03:11,Bloor-Yonge,Riverdale Park,Annual Member,5028
101729,18.9,2025-06-17 17:22:14,2025-06-17 17:41:08,High Park,Union Station,Casual,5029
101730,27.2,2025-06-17 17:43:03,2025-06-17 18:10:15,Riverdale Park,Harbourfront Centre,Annual Member,5030
101731,10.2,2025-06-17 18:33:59,2025-06-17 18:44:11,High Park,Union Station,Annual Member,5031
101732,28.1,2025-06-17 18:51:40,2025-06-17 19:19:46,Riverdale Park,Harbourfront Centre,Casual,5032
101733,10.2,2025-06-17 18:11:44,2025-06-17 18:21:56,Union Station,Kensington Market,Annual Member,5033
101734,27.5,2025-06-17 18:29:56,2025-06-17 18:57:26,Harbourfront Centre,Bloor-Yonge,Casual,5034
101735,11.5,2025-06-17 18:10:14,2025-06-17 18:21:44,Kensington Market,High Park,Annual Member,5035
101736,25.0,2025-06-17 18:05:52,2025-06-17 18:30:52,Bloor-Yonge,Riverdale Park,Casual,5036
101737,9.7,2025-06-17 18:04:19,2025-06-17 18:14:01,High Park,Union Station,Annual Member,5037
101738,33.6,2025-06-17 18:48:43,2025-06-17 19:22:19,Riverdale Park,Harbourfront Centre,Casual,5038
101739,36.0,2025-06-17 18:48:24,2025-06-17 19:24:24,Union Station,Kensington Market,Annual Member,5039
101740,14.8,2025-06-17 19:04:22,2025-06-17 19:19:10,Riverdale Park,Harbourfront Centre,Annual Member,5040
101741,115.7,2025-06-17 19:34:37,2025-06-17 21:30:19,Union Station,Kensington Market,Casual,5041
101742,26.7,2025-06-17 19:48:18,2025-06-17 20:15:00,Harbourfront Centre,Bloor-Yonge,Annual Member,5042
101743,30.5,2025-06-17 19:35:07,2025-06-17 20:05:37,Kensington Market,High Park,Casual,5043
101744,28.0,2025-06-17 19:48:20,2025-06-17 20:16:20,Bloor-Yonge,Riverdale Park,Annual Member,5044
101745,27.6,2025-06-17 19:31:17,2025-06-17 19:58:53,High Park,Union Station,Casual,5045
101746,15.8,2025-06-17 20:53:51,2025-06-17 21:09:39,Union Station,Kensington Market,Annual Member,5046
101747,14.3,2025-06-17 20:11:55,2025-06-17 20:26:13,Harbourfront Centre,Bloor-Yonge,Casual,5047
101748,23.6,2025-06-17 21:26:27,2025-06-17 21:50:03,Harbourfront Centre,Bloor-Yonge,Annual Member,5048
101749,33.6,2025-06-17 21:31:43,2025-06-17 22:05:19,Kensington Market,High Park,Casual,5049
101750,19.1,2025-06-17 22:28:50,2025-06-17 22:47:56,Kensington Market,High Park,Annual Member,5050
101751,58.1,2025-06-17 22:09:51,2025-06-17 23:07:57,Bloor-Yonge,Riverdale Park,Casual,5051
101752,18.1,2025-06-17 23:47:52,2025-06-18 00:05:58,Bloor-Yonge,Riverdale Park,Annual Member,5052
101753,35.9,2025-06-17 23:22:27,2025-06-17 23:58:21,High Park,Union Station,Casual,5053
101754,15.6,2025-06-18 00:07:47,2025-06-18 00:23:23,Riverdale Park,Harbourfront Centre,Annual Member,5054
101755,32.1,2025-06-18 00:18:37,2025-06-18 00:50:43,Union Station,Kensington Market,Casual,5055
101756,14.8,2025-06-18 01:07:43,2025-06-18 01:22:31,Union Station,Kensington Market,Annual Member,5056
101757,18.8,2025-06-18 01:10:33,2025-06-18 01:29:21,Harbourfront Centre,Bloor-Yonge,Casual,5057
101758,15.5,2025-06-18 02:50:46,2025-06-18 03:06:16,Harbourfront Centre,Bloor-Yonge,Annual Member,5058
101759,31.3,2025-06-18 02:42:03,2025-06-18 03:13:21,Kensington Market,High Park,Casual,5059
101760,13.3,2025-06-18 03:28:02,2025-06-18 03:41:20,Kensington Market,High Park,Annual Member,5060
101761,56.6,2025-06-18 03:32:04,2025-06-18 04:28:40,Bloor-Yonge,Riverdale Park,Casual,5061
101762,23.0,2025-06-18 04:03:38,2025-06-18 04:26:38,Bloor-Yonge,Riverdale Park,Annual Member,5062
101763,19.6,2025-06-18 04:19:24,2025-06-18 04:39:00,High Park,Union Station,Casual,5063
101764,26.0,2025-06-18 05:14:04,2025-06-18 05:40:04,High Park,Union Station,Annual Member,5064
101765,21.4,2025-06-18 05:21:10,2025-06-18 05:42:34,Riverdale Park,Harbourfront Centre,Casual,5065
101766,16.0,2025-06-18 06:26:01,2025-06-18 06:42:01,Riverdale Park,Harbourfront Centre,Annual Member,5066
101767,23.9,2025-06-18 06:45:59,2025-06-18 07:09:53,Union Station,Kensington Market,Casual,5067
101768,23.7,2025-06-18 07:51:19,2025-06-18 08:15:01,Union Station,Kensington Market,Annual Member,5068
101769,31.7,2025-06-18 07:00:38,2025-06-18 07:32:20,Harbourfront Centre,Bloor-Yonge,Casual,5069
101770,31.9,2025-06-18 07:06:02,2025-06-18 07:37:56,Kensington Market,High Park,Annual Member,5070
101771,18.1,2025-06-18 07:07:13,2025-06-18 07:25:19,Bloor-Yonge,Riverdale Park,Casual,5071
101772,10.2,2025-06-18 07:35:16,2025-06-18 07:45:28,High Park,Union Station,Annual Member,5072
101773,24.6,2025-06-18 07:40:04,2025-06-18 08:04:40,Riverdale Park,Harbourfront Centre,Casual,5073
101774,15.1,2025-06-18 08:22:12,2025-06-18 08:37:18,Harbourfront Centre,Bloor-Yonge,Annual Member,5074
101775,16.1,2025-06-18 08:10:18,2025-06-18 08:26:24,Kensington Market,High Park,Casual,5075
101776,28.6,2025-06-18 08:58:22,2025-06-18 09:26:58,Bloor-Yonge,Riverdale Park,Annual Member,5076
101777,31.2,2025-06-18 08:28:09,2025-06-18 08:59:21,High Park,Union Station,Casual,5077
101778,14.9,2025-06-18 08:35:05,2025-06-18 08:49:59,Riverdale Park,Harbourfront Centre,Annual Member,5078
101779,19.6,2025-06-18 08:49:33,2025-06-18 09:09:09,Union Station,Kensington Market,Casual,5079
101780,11.9,2025-06-18 08:48:33,2025-06-18 09:00:27,Harbourfront Centre,Bloor-Yonge,Annual Member,5080
101781,24.6,2025-06-18 08:10:13,2025-06-18 08:34:49,Kensington Market,High Park,Casual,5081
101782,11.5,2025-06-18 08:08:28,2025-06-18 08:19:58,Bloor-Yonge,Riverdale Park,Annual Member,5082
101783,30.5,2025-06-18 09:42:14,2025-06-18 10:12:44,Kensington Market,High Park,Annual Member,5083
101784,27.2,2025-06-18 09:51:45,2025-06-18 10:18:57,Bloor-Yonge,Riverdale Park,Casual,5084
101785,43.3,2025-06-18 09:40:03,2025-06-18 10:23:21,High Park,Union Station,Annual Member,5085
101786,26.5,2025-06-18 09:46:31,2025-06-18 10:13:01,Riverdale Park,Harbourfront Centre,Casual,5086
101787,11.8,2025-06-18 09:31:32,2025-06-18 09:43:20,Union Station,Kensington Market,Annual Member,5087
101788,37.6,2025-06-18 09:45:50,2025-06-18 10:23:26,Harbourfront Centre,Bloor-Yonge,Casual,5088
101789,9.8,2025-06-18 10:43:49,2025-06-18 10:53:37,Bloor-Yonge,Riverdale Park,Annual Member,5089
101790,20.9,2025-06-18 10:43:26,2025-06-18 11:04:20,High Park,Union Station,Casual,5090
101791,10.3,2025-06-18 10:28:11,2025-06-18 10:38:29,Riverdale Park,Harbourfront Centre,Annual Member,5091
101792,54.3,2025-06-18 10:16:16,2025-06-18 11:10:34,Union Station,Kensington Market,Casual,5092
101793,16.4,2025-06-18 11:36:38,2025-06-18 11:53:02,High Park,Union Station,Annual Member,5093
101794,29.6,2025-06-18 11:00:14,2025-06-18 11:29:50,Riverdale Park,Harbourfront Centre,Casual,5094
101795,22.4,2025-06-18 11:32:46,2025-06-18 11:55:10,Union Station,Kensington Market,Annual Member,5095
101796,35.7,2025-06-18 11:05:41,2025-06-18 11:41:23,Harbourfront Centre,Bloor-Yonge,Casual,5096
101797,37.6,2025-06-18 12:53:11,2025-06-18 13:30:47,Riverdale Park,Harbourfront Centre,Annual Member,5097
101798,37.0,2025-06-18 12:22:19,2025-06-18 12:59:19,Union Station,Kensington Market,Casual,5098
101799,21.0,2025-06-18 12:40:49,2025-06-18 13:01:49,Harbourfront Centre,Bloor-Yonge,Annual Member,5099
101800,45.3,2025-06-18 12:22:33,2025-06-18 13:07:51,Kensington Market,High Park,Casual,5100
101801,12.1,2025-06-18 13:45:35,2025-06-18 13:57:41,Union Station,Kensington Market,Annual Member,5101
101802,44.8,2025-06-18 13:25:27,2025-06-18 14:10:15,Harbourfront Centre,Bloor-Yonge,Casual,5102
101803,21.3,2025-06-18 13:56:00,2025-06-18 14:17:18,Kensington Market,High Park,Annual Member,5103
101804,23.3,2025-06-18 13:01:52,2025-06-18 13:25:10,Bloor-Yonge,Riverdale Park,Casual,5104
101805,31.3,2025-06-18 14:12:52,2025-06-18 14:44:10,Harbourfront Centre,Bloor-Yonge,Annual Member,5105
101806,25.9,2025-06-18 14:38:06,2025-06-18 15:04:00,Kensington Market,High Park,Casual,5106
101807,14.0,2025-06-18 14:20:59,2025-06-18 14:34:59,Bloor-Yonge,Riverdale Park,Annual Member,5107
101808,17.8,2025-06-18 14:10:39,2025-06-18 14:28:27,High Park,Union Station,Casual,5108
101809,11.8,2025-06-18 15:40:11,2025-06-18 15:51:59,Kensington Market,High Park,Annual Member,5109
101810,27.9,2025-06-18 15:32:06,2025-06-18 16:00:00,Bloor-Yonge,Riverdale Park,Casual,5110
101811,37.3,2025-06-18 15:26:54,2025-06-18 16:04:12,High Park,Union Station,Annual Member,5111
101812,28.7,2025-06-18 15:44:34,2025-06-18 16:13:16,Riverdale Park,Harbourfront Centre,Casual,5112
101813,15.8,2025-06-18 16:02:56,2025-06-18 16:18:44,Bloor-Yonge,Riverdale Park,Annual Member,5113
101814,22.9,2025-06-18 16:30:46,2025-06-18 16:53:40,High Park,Union Station,Casual,5114
101815,21.1,2025-06-18 16:49:21,2025-06-18 17:10:27,Riverdale Park,Harbourfront Centre,Annual Member,5115
101816,31.9,2025-06-18 16:06:04,2025-06-18 16:37:58,Union Station,Kensington Market,Casual,5116
101817,16.9,2025-06-18 16:17:00,2025-06-18 16:33:54,Harbourfront Centre,Bloor-Yonge,Annual Member,5117
101818,7.8,2025-06-18 16:42:52,2025-06-18 16:50:40,Kensington Market,High Park,Casual,5118
101819,11.9,2025-06-18 17:59:57,2025-06-18 18:11:51,High Park,Union Station,Annual Member,5119
101820,22.6,2025-06-18 17:09:16,2025-06-18 17:31:52,Riverdale Park,Harbourfront Centre,Casual,5120
101821,15.3,2025-06-18 17:24:30,2025-06-18 17:39:48,Union Station,Kensington Market,Annual Member,5121
101822,23.5,2025-06-18 17:14:16,2025-06-18 17:37:46,Harbourfront Centre,Bloor-Yonge,Casual,5122
101823,21.8,2025-06-18 17:32:13,2025-06-18 17:54:01,Kensington Market,High Park,Annual Member,5123
101824,40.3,2025-06-18 17:42:53,2025-06-18 18:23:11,Bloor-Yonge,Riverdale Park,Casual,5124
101825,14.7,2025-06-18 17:07:37,2025-06-18 17:22:19,High Park,Union Station,Annual Member,5125
101826,15.3,2025-06-18 17:36:00,2025-06-18 17:51:18,Riverdale Park,Harbourfront Centre,Casual,5126
101827,10.9,2025-06-18 17:39:36,2025-06-18 17:50:30,Union Station,Kensington Market,Annual Member,5127
101828,22.5,2025-06-18 18:25:51,2025-06-18 18:48:21,Riverdale Park,Harbourfront Centre,Annual Member,5128
101829,13.5,2025-06-18 18:48:07,2025-06-18 19:01:37,Union Station,Kensington Market,Casual,5129
101830,29.9,2025-06-18 18:22:20,2025-06-18 18:52:14,Harbourfront Centre,Bloor-Yonge,Annual Member,5130
101831,27.8,2025-06-18 18:30:39,2025-06-18 18:58:27,Kensington Market,High Park,Casual,5131
101832,10.4,2025-06-18 18:13:44,2025-06-18 18:24:08,Bloor-Yonge,Riverdale Park,Annual Member,5132
101833,31.9,2025-06-18 18:45:06,2025-06-18 19:17:00,High Park,Union Station,Casual,5133
101834,30.9,2025-06-18 18:51:30,2025-06-18 19:22:24,Riverdale Park,Harbourfront Centre,Annual Member,5134
101835,25.0,2025-06-18 18:52:01,2025-06-18 19:17:01,Union Station,Kensington Market,Casual,5135
101836,11.1,2025-06-18 18:32:31,2025-06-18 18:43:37,Harbourfront Centre,Bloor-Yonge,Annual Member,5136
101837,35.7,2025-06-18 19:36:48,2025-06-18 20:12:30,Union Station,Kensington Market,Annual Member,5137
101838,36.7,2025-06-18 19:45:05,2025-06-18 20:21:47,Harbourfront Centre,Bloor-Yonge,Casual,5138
101839,19.1,2025-06-18 19:01:50,2025-06-18 19:20:56,Kensington Market,High Park,Annual Member,5139
101840,39.1,2025-06-18 19:06:21,2025-06-18 19:45:27,Bloor-Yonge,Riverdale Park,Casual,5140
101841,14.2,2025-06-18 19:06:37,2025-06-18 19:20:49,High Park,Union Station,Annual Member,5141
101842,40.5,2025-06-18 19:53:42,2025-06-18 20:34:12,Riverdale Park,Harbourfront Centre,Casual,5142
101843,18.4,2025-06-18 20:00:28,2025-06-18 20:18:52,Harbourfront Centre,Bloor-Yonge,Annual Member,5143
101844,31.8,2025-06-18 20:44:44,2025-06-18 21:16:32,Kensington Market,High Park,Casual,5144
101845,13.5,2025-06-18 21:48:56,2025-06-18 22:02:26,Kensington Market,High Park,Annual Member,5145
101846,35.0,2025-06-18 21:26:46,2025-06-18 22:01:46,Bloor-Yonge,Riverdale Park,Casual,5146
101847,11.5,2025-06-18 22:33:20,2025-06-18 22:44:50,Bloor-Yonge,Riverdale Park,Annual Member,5147
101848,35.9,2025-06-18 22:17:33,2025-06-18 22:53:27,High Park,Union Station,Casual,5148
101849,17.5,2025-06-18 23:04:09,2025-06-18 23:21:39,High Park,Union Station,Annual Member,5149
101850,59.4,2025-06-18 23:02:04,2025-06-19 00:01:28,Riverdale Park,Harbourfront Centre,Casual,5150
101851,26.2,2025-06-19 00:27:04,2025-06-19 00:53:16,Union Station,Kensington Market,Annual Member,5151
101852,34.3,2025-06-19 00:32:40,2025-06-19 01:06:58,Harbourfront Centre,Bloor-Yonge,Casual,5152
101853,19.8,2025-06-19 01:01:17,2025-06-19 01:21:05,Harbourfront Centre,Bloor-Yonge,Annual Member,5153
101854,29.1,2025-06-19 01:01:07,2025-06-19 01:30:13,Kensington Market,High Park,Casual,5154
101855,28.6,2025-06-19 02:49:49,2025-06-19 03:18:25,Kensington Market,High Park,Annual Member,5155
101856,32.0,2025-06-19 02:10:22,2025-06-19 02:42:22,Bloor-Yonge,Riverdale Park,Casual,5156
